,Unnamed: 0,Region/Country/Area,Región,Year,Series,Value,Footnotes,Source
2155,2228,480,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2156,2229,480,Mauritius,2010,"Assault rate per 100,000 population",19.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2157,2230,480,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2158,2231,480,Mauritius,2010,"Theft at the national level, rate per 100,000 population",864.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2159,2232,480,Mauritius,2010,"Robbery at the national level, rate per 100,000 population",86.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2160,2233,480,Mauritius,2010,"Total Sexual Violence at the national level, rate per 100,000",34.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2161,2234,480,Mauritius,2011,"Intentional homicide rates per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2162,2235,480,Mauritius,2011,"Percentage of male and female intentional homicide victims, Male",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2163,2236,480,Mauritius,2011,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2164,2237,480,Mauritius,2011,"Assault rate per 100,000 population",18.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2165,2238,480,Mauritius,2011,"Kidnapping at the national level, rate per 100,000",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2166,2239,480,Mauritius,2011,"Theft at the national level, rate per 100,000 population",731.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2167,2240,480,Mauritius,2011,"Robbery at the national level, rate per 100,000 population",65.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2168,2241,480,Mauritius,2011,"Total Sexual Violence at the national level, rate per 100,000",37.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2169,2242,480,Mauritius,2016,"Intentional homicide rates per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2170,2243,480,Mauritius,2016,"Percentage of male and female intentional homicide victims, Male",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2171,2244,480,Mauritius,2016,"Percentage of male and female intentional homicide victims, Female",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2172,2245,175,Mayotte,2009,"Intentional homicide rates per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2173,2246,484,Mexico,2005,"Intentional homicide rates per 100,000",9.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2174,2247,484,Mexico,2005,"Percentage of male and female intentional homicide victims, Male",16.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2175,2248,484,Mexico,2005,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2176,2249,484,Mexico,2005,"Assault rate per 100,000 population",220.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2177,2250,484,Mexico,2005,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2178,2251,484,Mexico,2005,"Theft at the national level, rate per 100,000 population",78.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2179,2252,484,Mexico,2005,"Robbery at the national level, rate per 100,000 population",475.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2180,2253,484,Mexico,2005,"Total Sexual Violence at the national level, rate per 100,000",26.1,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2181,2254,484,Mexico,2010,"Intentional homicide rates per 100,000",22.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2182,2255,484,Mexico,2010,"Percentage of male and female intentional homicide victims, Male",40.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2183,2256,484,Mexico,2010,"Percentage of male and female intentional homicide victims, Female",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2184,2257,484,Mexico,2010,"Assault rate per 100,000 population",196.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2185,2258,484,Mexico,2010,"Kidnapping at the national level, rate per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2186,2259,484,Mexico,2010,"Theft at the national level, rate per 100,000 population",112.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2187,2260,484,Mexico,2010,"Robbery at the national level, rate per 100,000 population",629.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2188,2261,484,Mexico,2010,"Total Sexual Violence at the national level, rate per 100,000",28.8,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2189,2262,484,Mexico,2015,"Intentional homicide rates per 100,000",16.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2190,2263,484,Mexico,2015,"Percentage of male and female intentional homicide victims, Male",29.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2191,2264,484,Mexico,2015,"Percentage of male and female intentional homicide victims, Female",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2192,2265,484,Mexico,2015,"Assault rate per 100,000 population",36.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2193,2266,484,Mexico,2015,"Kidnapping at the national level, rate per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2194,2267,484,Mexico,2015,"Theft at the national level, rate per 100,000 population",210.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2195,2268,484,Mexico,2015,"Robbery at the national level, rate per 100,000 population",76.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2196,2269,484,Mexico,2015,"Total Sexual Violence at the national level, rate per 100,000",31.8,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2197,2270,484,Mexico,2016,"Intentional homicide rates per 100,000",19.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2198,2271,484,Mexico,2016,"Percentage of male and female intentional homicide victims, Male",34.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2199,2272,484,Mexico,2016,"Percentage of male and female intentional homicide victims, Female",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2200,2273,484,Mexico,2016,"Assault rate per 100,000 population",49.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2201,2274,484,Mexico,2016,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2202,2275,484,Mexico,2016,"Theft at the national level, rate per 100,000 population",242.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2203,2276,484,Mexico,2016,"Robbery at the national level, rate per 100,000 population",125.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2204,2277,583,Micronesia (Fed. States of),2005,"Intentional homicide rates per 100,000",4.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2205,2278,583,Micronesia (Fed. States of),2010,"Intentional homicide rates per 100,000",4.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2206,2279,583,Micronesia (Fed. States of),2015,"Intentional homicide rates per 100,000",4.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2207,2280,583,Micronesia (Fed. States of),2015,"Percentage of male and female intentional homicide victims, Male",6.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2208,2281,583,Micronesia (Fed. States of),2015,"Percentage of male and female intentional homicide victims, Female",2.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2209,2282,492,Monaco,2005,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2210,2283,492,Monaco,2005,"Assault rate per 100,000 population",458.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2211,2285,492,Monaco,2005,"Theft at the national level, rate per 100,000 population",958.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2212,2286,492,Monaco,2005,"Robbery at the national level, rate per 100,000 population",20.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2213,2287,492,Monaco,2006,"Intentional homicide rates per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2214,2288,492,Monaco,2006,"Assault rate per 100,000 population",406.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2215,2289,492,Monaco,2006,"Kidnapping at the national level, rate per 100,000",5.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2216,2290,492,Monaco,2006,"Theft at the national level, rate per 100,000 population",1005.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2217,2291,492,Monaco,2006,"Robbery at the national level, rate per 100,000 population",11.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2218,2294,492,Monaco,2015,"Assault rate per 100,000 population",514.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
